HCPCS,MOD,MOD2,CATG,ALNR,ALR,ARNR,ARR,AZNR,AZR,CANR,CAR,CONR,COR,CTNR,CTR,DCNR,DCR,DENR,DER,FLNR,FLR,GANR,GAR,IANR,IAR,IDNR,IDR,ILNR,ILR,INNR,INR,KSNR,KSR,KYNR,KYR,LANR,LAR,MANR,MAR,MDNR,MDR,MENR,MER,MINR,MIR,MNNR,MNR,MONR,MOR,MSNR,MSR,MTNR,MTR,NCNR,NCR,NDNR,NDR,NENR,NER,NHNR,NHR,NJNR,NJR,NMNR,NMR,NVNR,NVR,NYNR,NYR,OHNR,OHR,OKNR,OKR,ORNR,ORR,PANR,PAR,RINR,RIR,SCNR,SCR,SDNR,SDR,TNNR,TNR,TXNR,TXR,UTNR,UTR,VANR,VAR,VTNR,VTR,WANR,WAR,WINR,WIR,WVNR,WVR,WYNR,WYR,AKNR,AKR,HINR,HIR,PRNR,PRR,VINR,VIR,PEN,FROMDATE,TODATE 
V2523, , ,PO,150.58,0,184.04,0,150.58,0,150.58,0,150.58,0,194.57,0,188.88,0,188.88,0,150.58,0,150.58,0,152.75,0,153.77,0,186,0,186,0,152.75,0,150.58,0,184.04,0,194.57,0,188.88,0,194.57,0,186,0,186,0,152.75,0,150.58,0,150.58,0,150.58,0,150.58,0,152.75,0,194.57,0,187.68,0,184.04,0,150.58,0,187.68,0,186,0,184.04,0,153.77,0,188.88,0,194.57,0,150.58,0,150.58,0,150.58,0,184.04,0,150.58,0,188.88,0,194.57,0,153.77,0,186,0,188.88,0,150.58,0,145.44,0,155.5,0,317.62,0,187.68,0, ,7/01/2021,9/30/2021
V2530, , ,PO,223.03,0,284.29,0,223.03,0,223.03,0,242.72,0,297.37,0,255.15,0,255.15,0,223.03,0,223.03,0,223.03,0,223.03,0,297.37,0,297.37,0,223.03,0,223.03,0,284.29,0,297.37,0,255.15,0,297.37,0,297.37,0,297.37,0,223.03,0,223.03,0,242.72,0,223.03,0,242.72,0,223.03,0,297.37,0,223.03,0,284.29,0,223.03,0,223.03,0,297.37,0,284.29,0,223.03,0,255.15,0,297.37,0,223.03,0,242.72,0,223.03,0,284.29,0,242.72,0,255.15,0,297.37,0,223.03,0,297.37,0,255.15,0,242.72,0,122.32,0,130.78,0,200.89,0,223.03,0, ,7/01/2021,9/30/2021
V2531, , ,PO,547.53,0,547.46,0,531.54,0,531.54,0,548.83,0,558.37,0,531.54,0,531.54,0,547.53,0,547.53,0,541.38,0,531.54,0,544.58,0,544.58,0,541.38,0,547.53,0,547.46,0,558.37,0,531.54,0,558.37,0,544.58,0,544.58,0,541.38,0,547.53,0,548.83,0,547.53,0,548.83,0,541.38,0,558.37,0,542.21,0,547.46,0,531.54,0,542.21,0,544.58,0,547.46,0,531.54,0,531.54,0,558.37,0,547.53,0,548.83,0,547.53,0,547.46,0,548.83,0,531.54,0,558.37,0,531.54,0,544.58,0,531.54,0,548.83,0,536.85,0,574.06,0,584.69,0,584.69,0, ,7/01/2021,9/30/2021
V2623, , ,PO,897.62,0,1196.82,0,1196.82,0,1196.82,0,949.76,0,945.98,0,897.62,0,897.62,0,897.62,0,897.62,0,966.85,0,1075.84,0,942.94,0,942.94,0,966.85,0,897.62,0,1196.82,0,945.98,0,897.62,0,945.98,0,942.94,0,942.94,0,966.85,0,897.62,0,949.76,0,897.62,0,949.76,0,966.85,0,945.98,0,1158.93,0,1196.82,0,1196.82,0,1158.93,0,942.94,0,1196.82,0,1075.84,0,897.62,0,945.98,0,897.62,0,949.76,0,897.62,0,1196.82,0,949.76,0,897.62,0,945.98,0,1075.84,0,942.94,0,897.62,0,949.76,0,1515.67,0,1620.67,0,738.53,0,1158.93,0, ,7/01/2021,9/30/2021
V2624, , ,PO,60.88,0,79.87,0,60.88,0,60.88,0,77.41,0,60.88,0,81.17,0,81.17,0,60.88,0,60.88,0,60.88,0,81.17,0,60.88,0,60.88,0,60.88,0,60.88,0,79.87,0,60.88,0,81.17,0,60.88,0,60.88,0,60.88,0,60.88,0,60.88,0,77.41,0,60.88,0,77.41,0,60.88,0,60.88,0,60.88,0,79.87,0,60.88,0,60.88,0,60.88,0,79.87,0,81.17,0,81.17,0,60.88,0,60.88,0,77.41,0,60.88,0,79.87,0,77.41,0,81.17,0,60.88,0,81.17,0,60.88,0,81.17,0,77.41,0,36.31,0,38.82,0,78.65,0,60.88,0, ,7/01/2021,9/30/2021
V2625, , ,PO,394.32,0,383.6,0,431.61,0,431.61,0,488.01,0,370.11,0,370.11,0,370.11,0,394.32,0,394.32,0,493.48,0,493.48,0,482.12,0,482.12,0,493.48,0,394.32,0,383.6,0,370.11,0,370.11,0,370.11,0,482.12,0,482.12,0,493.48,0,394.32,0,488.01,0,394.32,0,488.01,0,493.48,0,370.11,0,370.11,0,383.6,0,431.61,0,370.11,0,482.12,0,383.6,0,493.48,0,370.11,0,370.11,0,394.32,0,488.01,0,394.32,0,383.6,0,488.01,0,370.11,0,370.11,0,493.48,0,482.12,0,370.11,0,488.01,0,429.32,0,459.08,0,303.03,0,370.11,0, ,7/01/2021,9/30/2021
V2626, , ,PO,250.17,0,266.01,0,266.01,0,266.01,0,199.51,0,199.51,0,199.51,0,199.51,0,250.17,0,250.17,0,266.01,0,266.01,0,199.51,0,199.51,0,266.01,0,250.17,0,266.01,0,199.51,0,199.51,0,199.51,0,199.51,0,199.51,0,266.01,0,250.17,0,199.51,0,250.17,0,199.51,0,266.01,0,199.51,0,199.51,0,266.01,0,266.01,0,199.51,0,199.51,0,266.01,0,266.01,0,199.51,0,199.51,0,250.17,0,199.51,0,250.17,0,266.01,0,199.51,0,199.51,0,199.51,0,266.01,0,199.51,0,199.51,0,199.51,0,273.15,0,292.09,0,181.46,0,199.51,0, ,7/01/2021,9/30/2021
V2627, , ,PO,1432.23,0,1448.16,0,1288.5,0,1288.5,0,1674.29,0,1288.5,0,1288.5,0,1288.5,0,1432.23,0,1432.23,0,1288.5,0,1718,0,1430.28,0,1430.28,0,1288.5,0,1432.23,0,1448.16,0,1288.5,0,1288.5,0,1288.5,0,1430.28,0,1430.28,0,1288.5,0,1432.23,0,1674.29,0,1432.23,0,1674.29,0,1288.5,0,1288.5,0,1580.92,0,1448.16,0,1288.5,0,1580.92,0,1430.28,0,1448.16,0,1718,0,1288.5,0,1288.5,0,1432.23,0,1674.29,0,1432.23,0,1448.16,0,1674.29,0,1288.5,0,1288.5,0,1718,0,1430.28,0,1288.5,0,1674.29,0,1294.32,0,1384.04,0,1028.21,0,1580.92,0, ,7/01/2021,9/30/2021
V2628, , ,PO,327.46,0,376.72,0,304.24,0,304.24,0,405.65,0,304.24,0,304.24,0,304.24,0,327.46,0,327.46,0,405.65,0,405.65,0,304.24,0,304.24,0,405.65,0,327.46,0,376.72,0,304.24,0,304.24,0,304.24,0,304.24,0,304.24,0,405.65,0,327.46,0,405.65,0,327.46,0,405.65,0,405.65,0,304.24,0,309.02,0,376.72,0,304.24,0,309.02,0,304.24,0,376.72,0,405.65,0,304.24,0,304.24,0,327.46,0,405.65,0,327.46,0,376.72,0,405.65,0,304.24,0,304.24,0,405.65,0,304.24,0,304.24,0,405.65,0,287.11,0,307.02,0,786.28,0,309.02,0, ,7/01/2021,9/30/2021
V2700, , ,PO,43.81,0,52.99,0,58.41,0,58.41,0,51.66,0,45.91,0,53.84,0,53.84,0,43.81,0,43.81,0,46.49,0,43.81,0,44.84,0,44.84,0,46.49,0,43.81,0,52.99,0,45.91,0,53.84,0,45.91,0,44.84,0,44.84,0,46.49,0,43.81,0,51.66,0,43.81,0,51.66,0,46.49,0,45.91,0,50.48,0,52.99,0,58.41,0,50.48,0,44.84,0,52.99,0,43.81,0,53.84,0,45.91,0,43.81,0,51.66,0,43.81,0,52.99,0,51.66,0,53.84,0,45.91,0,43.81,0,44.84,0,53.84,0,51.66,0,76.04,0,81.33,0,47.51,0,50.48,0, ,7/01/2021,9/30/2021
V2710, , ,PO,64.12,0,79.55,0,80.96,0,80.96,0,77.31,0,64.12,0,75.2,0,75.2,0,64.12,0,64.12,0,75.68,0,64.12,0,73.51,0,73.51,0,75.68,0,64.12,0,79.55,0,64.12,0,75.2,0,64.12,0,73.51,0,73.51,0,75.68,0,64.12,0,77.31,0,64.12,0,77.31,0,75.68,0,64.12,0,85.49,0,79.55,0,80.96,0,85.49,0,73.51,0,79.55,0,64.12,0,75.2,0,64.12,0,64.12,0,77.31,0,64.12,0,79.55,0,77.31,0,75.2,0,64.12,0,64.12,0,73.51,0,75.2,0,77.31,0,87.83,0,93.91,0,126.48,0,85.49,0, ,7/01/2021,9/30/2021
V2715, , ,PO,11.62,0,13.13,0,15.5,0,15.5,0,11.62,0,11.62,0,12.29,0,12.29,0,11.62,0,11.62,0,13.32,0,14.29,0,14.41,0,14.41,0,13.32,0,11.62,0,13.13,0,11.62,0,12.29,0,11.62,0,14.41,0,14.41,0,13.32,0,11.62,0,11.62,0,11.62,0,11.62,0,13.32,0,11.62,0,15.5,0,13.13,0,15.5,0,15.5,0,14.41,0,13.13,0,14.29,0,12.29,0,11.62,0,11.62,0,11.62,0,11.62,0,13.13,0,11.62,0,12.29,0,11.62,0,14.29,0,14.41,0,12.29,0,11.62,0,23.54,0,25.21,0,79.87,0,15.5,0, ,7/01/2021,9/30/2021
V2718, , ,PO,28.55,0,32.62,0,38.07,0,38.07,0,28.55,0,36.91,0,29.61,0,29.61,0,28.55,0,28.55,0,28.55,0,28.55,0,31.12,0,31.12,0,28.55,0,28.55,0,32.62,0,36.91,0,29.61,0,36.91,0,31.12,0,31.12,0,28.55,0,28.55,0,28.55,0,28.55,0,28.55,0,28.55,0,36.91,0,35.36,0,32.62,0,38.07,0,35.36,0,31.12,0,32.62,0,28.55,0,29.61,0,36.91,0,28.55,0,28.55,0,28.55,0,32.62,0,28.55,0,29.61,0,36.91,0,28.55,0,31.12,0,29.61,0,28.55,0,73.89,0,79,0,41.1,0,35.37,0, ,7/01/2021,9/30/2021
V2730, , ,PO,21.08,0,28.11,0,27.31,0,27.31,0,21.08,0,21.61,0,21.08,0,21.08,0,21.08,0,21.08,0,21.08,0,21.08,0,26.06,0,26.06,0,21.08,0,21.08,0,28.11,0,21.61,0,21.08,0,21.61,0,26.06,0,26.06,0,21.08,0,21.08,0,21.08,0,21.08,0,21.08,0,21.08,0,21.61,0,21.08,0,28.11,0,27.31,0,21.08,0,26.06,0,28.11,0,21.08,0,21.08,0,21.61,0,21.08,0,21.08,0,21.08,0,28.11,0,21.08,0,21.08,0,21.61,0,21.08,0,26.06,0,21.08,0,21.08,0,28.5,0,30.51,0,6.21,0,21.08,0, ,7/01/2021,9/30/2021
V2744, , ,PO,21.88,0,20.88,0,16.41,0,16.41,0,16.41,0,16.41,0,16.41,0,16.41,0,21.88,0,21.88,0,16.41,0,18.16,0,17.83,0,17.83,0,16.41,0,21.88,0,20.88,0,16.41,0,16.41,0,16.41,0,17.83,0,17.83,0,16.41,0,21.88,0,16.41,0,21.88,0,16.41,0,16.41,0,16.41,0,16.6,0,20.88,0,16.41,0,16.6,0,17.83,0,20.88,0,18.16,0,16.41,0,16.41,0,21.88,0,16.41,0,21.88,0,20.88,0,16.41,0,16.41,0,16.41,0,18.16,0,17.83,0,16.41,0,16.41,0,12.63,0,13.56,0,12.62,0,16.6,0, ,7/01/2021,9/30/2021
V2745, , ,PO,12.4,0,13.69,0,10.63,0,10.63,0,10.5,0,10.27,0,11.65,0,11.65,0,12.4,0,12.4,0,11.09,0,12.28,0,10.27,0,10.27,0,11.09,0,12.4,0,13.69,0,10.27,0,11.65,0,10.27,0,10.27,0,10.27,0,11.09,0,12.4,0,10.5,0,12.4,0,10.5,0,11.09,0,10.27,0,13.34,0,13.69,0,10.63,0,13.34,0,10.27,0,13.69,0,12.28,0,11.65,0,10.27,0,12.4,0,10.5,0,12.4,0,13.69,0,10.5,0,11.65,0,10.27,0,12.28,0,10.27,0,11.65,0,10.5,0,10.49,0,11.18,0,12.62,0,13.34,0, ,7/01/2021,9/30/2021
V2750, , ,PO,25.45,0,25.45,0,23.9,0,23.9,0,19.08,0,19.08,0,21.73,0,21.73,0,25.45,0,25.45,0,20.55,0,19.08,0,20.02,0,20.02,0,20.55,0,25.45,0,25.45,0,19.08,0,21.73,0,19.08,0,20.02,0,20.02,0,20.55,0,25.45,0,19.08,0,25.45,0,19.08,0,20.55,0,19.08,0,20.48,0,25.45,0,23.9,0,20.48,0,20.02,0,25.45,0,19.08,0,21.73,0,19.08,0,25.45,0,19.08,0,25.45,0,25.45,0,19.08,0,21.73,0,19.08,0,19.08,0,20.02,0,21.73,0,19.08,0,25.93,0,27.75,0,39.25,0,20.48,0, ,7/01/2021,9/30/2021
V2755, , ,PO,18.39,0,22.15,0,16.61,0,16.61,0,17.55,0,22.15,0,16.61,0,16.61,0,18.39,0,18.39,0,16.61,0,17.78,0,16.76,0,16.76,0,16.61,0,18.39,0,22.15,0,22.15,0,16.61,0,22.15,0,16.76,0,16.76,0,16.61,0,18.39,0,17.55,0,18.39,0,17.55,0,16.61,0,22.15,0,16.61,0,22.15,0,16.61,0,16.61,0,16.76,0,22.15,0,17.78,0,16.61,0,22.15,0,18.39,0,17.55,0,18.39,0,22.15,0,17.55,0,16.61,0,22.15,0,17.78,0,16.76,0,16.61,0,17.55,0,11.83,0,12.57,0,13.05,0,16.61,0, ,7/01/2021,9/30/2021
V2760, , ,PO,16.02,0,17.73,0,21.36,0,21.36,0,21.36,0,16.85,0,20.55,0,20.55,0,16.02,0,16.02,0,16.02,0,16.02,0,16.52,0,16.52,0,16.02,0,16.02,0,17.73,0,16.85,0,20.55,0,16.85,0,16.52,0,16.52,0,16.02,0,16.02,0,21.36,0,16.02,0,21.36,0,16.02,0,16.85,0,16.98,0,17.73,0,21.36,0,16.98,0,16.52,0,17.73,0,16.02,0,20.55,0,16.85,0,16.02,0,21.36,0,16.02,0,17.73,0,21.36,0,20.55,0,16.85,0,16.02,0,16.52,0,20.55,0,21.36,0,27.95,0,29.87,0,8.22,0,16.98,0, ,7/01/2021,9/30/2021
V2762, , ,PO,60.29,0,60.27,0,58.51,0,58.51,0,60.61,0,58.51,0,58.51,0,58.51,0,60.29,0,60.29,0,59.66,0,58.51,0,59.95,0,59.95,0,59.66,0,60.29,0,60.27,0,58.51,0,58.51,0,58.51,0,59.95,0,59.95,0,59.66,0,60.29,0,60.61,0,60.29,0,60.61,0,59.66,0,58.51,0,58.51,0,60.27,0,58.51,0,58.51,0,59.95,0,60.27,0,58.51,0,58.51,0,58.51,0,60.29,0,60.61,0,60.29,0,60.27,0,60.61,0,58.51,0,58.51,0,58.51,0,59.95,0,58.51,0,60.61,0,58.51,0,58.51,0,64.34,0,64.34,0, ,7/01/2021,9/30/2021
V2770, , ,PO,20.68,0,21.4,0,26.02,0,26.02,0,19.97,0,26.02,0,19.52,0,19.52,0,20.68,0,20.68,0,22.98,0,19.7,0,19.52,0,19.52,0,22.98,0,20.68,0,21.4,0,26.02,0,19.52,0,26.02,0,19.52,0,19.52,0,22.98,0,20.68,0,19.97,0,20.68,0,19.97,0,22.98,0,26.02,0,25.03,0,21.4,0,26.02,0,25.03,0,19.52,0,21.4,0,19.7,0,19.52,0,26.02,0,20.68,0,19.97,0,20.68,0,21.4,0,19.97,0,19.52,0,26.02,0,19.7,0,19.52,0,19.52,0,19.97,0,39.91,0,42.67,0,31.61,0,25.03,0, ,7/01/2021,9/30/2021
V2780, , ,PO,16.71,0,12.53,0,16.71,0,16.71,0,12.53,0,13.7,0,12.53,0,12.53,0,16.71,0,16.71,0,12.53,0,12.53,0,12.53,0,12.53,0,12.53,0,16.71,0,12.53,0,13.7,0,12.53,0,13.7,0,12.53,0,12.53,0,12.53,0,16.71,0,12.53,0,16.71,0,12.53,0,12.53,0,13.7,0,12.53,0,12.53,0,16.71,0,12.53,0,12.53,0,12.53,0,12.53,0,12.53,0,13.7,0,16.71,0,12.53,0,16.71,0,12.53,0,12.53,0,12.53,0,13.7,0,12.53,0,12.53,0,12.53,0,12.53,0,19.46,0,20.79,0,31.61,0,12.53,0, ,7/01/2021,9/30/2021
V2782, , ,PO,65.09,0,65.09,0,63.2,0,63.2,0,65.45,0,63.2,0,63.2,0,63.2,0,65.09,0,65.09,0,64.4,0,63.2,0,64.75,0,64.75,0,64.4,0,65.09,0,65.09,0,63.2,0,63.2,0,63.2,0,64.75,0,64.75,0,64.4,0,65.09,0,65.45,0,65.09,0,65.45,0,64.4,0,63.2,0,63.2,0,65.09,0,63.2,0,63.2,0,64.75,0,65.09,0,63.2,0,63.2,0,63.2,0,65.09,0,65.45,0,65.09,0,65.09,0,65.45,0,63.2,0,63.2,0,63.2,0,64.75,0,63.2,0,65.45,0,63.2,0,63.2,0,69.52,0,69.52,0, ,7/01/2021,9/30/2021
V2783, , ,PO,73.4,0,73.38,0,71.24,0,71.24,0,73.82,0,71.24,0,71.24,0,71.24,0,73.4,0,73.4,0,72.61,0,71.24,0,73.02,0,73.02,0,72.61,0,73.4,0,73.38,0,71.24,0,71.24,0,71.24,0,73.02,0,73.02,0,72.61,0,73.4,0,73.82,0,73.4,0,73.82,0,72.61,0,71.24,0,71.24,0,73.38,0,71.24,0,71.24,0,73.02,0,73.38,0,71.24,0,71.24,0,71.24,0,73.4,0,73.82,0,73.4,0,73.38,0,73.82,0,71.24,0,71.24,0,71.24,0,73.02,0,71.24,0,73.82,0,71.24,0,71.24,0,78.39,0,78.39,0, ,7/01/2021,9/30/2021
V2784, , ,PO,47.73,0,47.73,0,46.33,0,46.33,0,48.02,0,46.33,0,46.33,0,46.33,0,47.73,0,47.73,0,47.24,0,46.33,0,47.48,0,47.48,0,47.24,0,47.73,0,47.73,0,46.33,0,46.33,0,46.33,0,47.48,0,47.48,0,47.24,0,47.73,0,48.02,0,47.73,0,48.02,0,47.24,0,46.33,0,46.33,0,47.73,0,46.33,0,46.33,0,47.48,0,47.73,0,46.33,0,46.33,0,46.33,0,47.73,0,48.02,0,47.73,0,47.73,0,48.02,0,46.33,0,46.33,0,46.33,0,47.48,0,46.33,0,48.02,0,46.33,0,46.33,0,50.95,0,50.95,0, ,7/01/2021,9/30/2021
V2786, , ,PO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,7/01/2021,9/30/2021
B4034, , ,PE,4,5,4,5,3.96,5,3.93,5,4.05,5,4,5,3.94,5,3.94,5,4,5,4,5,3.95,5,4.05,5,3.94,5,3.94,5,3.95,5,4,5,4,5,4,5,3.94,5,4,5,3.94,5,3.95,5,3.95,5,4,5,4.05,5,4,5,3.95,5,3.95,5,4,5,3.94,5,3.96,5,3.93,5,3.94,5,3.94,5,3.96,5,3.93,5,3.94,5,4,5,4,5,3.95,5,4,5,3.96,5,4.05,5,4,5,4,5,3.93,5,3.94,5,4,5,4.05,5,5,0,5,0,5,0,5,0,Y,7/01/2021,9/30/2021
B4035, , ,PE,7.38,9.23,7.38,9.23,7.1,9.23,7.02,9.23,7.41,9.23,6.9,9.23,6.85,9.23,6.85,9.23,7.38,9.23,7.38,9.23,7.24,9.23,7.41,9.23,7.2,9.23,7.2,9.23,7.24,9.23,7.38,9.23,7.38,9.23,6.9,9.23,6.85,9.23,6.9,9.23,7.2,9.23,7.24,9.23,7.24,9.23,7.38,9.23,7.41,9.23,7.38,9.23,7.24,9.23,7.24,9.23,6.9,9.23,6.85,9.23,7.1,9.23,7.02,9.23,6.85,9.23,7.2,9.23,7.1,9.23,7.02,9.23,6.85,9.23,6.9,9.23,7.38,9.23,7.24,9.23,7.38,9.23,7.1,9.23,7.41,9.23,7.38,9.23,6.9,9.23,7.02,9.23,7.2,9.23,7.38,9.23,7.41,9.23,9.49,0,9.49,0,9.49,0,9.49,0,Y,7/01/2021,9/30/2021
B4036, , ,PE,5.41,6.64,5.41,6.64,5.27,6.64,5.28,6.64,5.38,6.64,5.38,6.64,5.28,6.64,5.28,6.64,5.41,6.64,5.41,6.64,5.32,6.64,5.38,6.64,5.3,6.64,5.3,6.64,5.32,6.64,5.41,6.64,5.41,6.64,5.38,6.64,5.28,6.64,5.38,6.64,5.3,6.64,5.32,6.64,5.32,6.64,5.41,6.64,5.38,6.64,5.41,6.64,5.32,6.64,5.32,6.64,5.38,6.64,5.28,6.64,5.27,6.64,5.28,6.64,5.28,6.64,5.3,6.64,5.27,6.64,5.28,6.64,5.28,6.64,5.38,6.64,5.41,6.64,5.32,6.64,5.41,6.64,5.27,6.64,5.38,6.64,5.41,6.64,5.38,6.64,5.28,6.64,5.3,6.64,5.41,6.64,5.38,6.64,6.68,0,6.68,0,6.68,0,6.68,0,Y,7/01/2021,9/30/2021
B4081, , ,PE,17.33,20.21,17.33,20.21,17.18,20.21,17.87,20.21,17.58,20.21,17.91,20.21,18.02,20.21,18.02,20.21,17.33,20.21,17.33,20.21,17.19,20.21,17.58,20.21,17.36,20.21,17.36,20.21,17.19,20.21,17.33,20.21,17.33,20.21,17.91,20.21,18.02,20.21,17.91,20.21,17.36,20.21,17.19,20.21,17.19,20.21,17.33,20.21,17.58,20.21,17.33,20.21,17.19,20.21,17.19,20.21,17.91,20.21,18.02,20.21,17.18,20.21,17.87,20.21,18.02,20.21,17.36,20.21,17.18,20.21,17.87,20.21,18.02,20.21,17.91,20.21,17.33,20.21,17.19,20.21,17.33,20.21,17.18,20.21,17.58,20.21,17.33,20.21,17.91,20.21,17.87,20.21,17.36,20.21,17.33,20.21,17.58,20.21,20.21,0,20.21,0,20.21,0,20.21,0,Y,7/01/2021,9/30/2021
B4082, , ,PE,12.74,14.79,12.74,14.79,12.35,14.79,12.82,14.79,12.68,14.79,12.73,14.79,13.03,14.79,13.03,14.79,12.74,14.79,12.74,14.79,12.7,14.79,12.68,14.79,12.46,14.79,12.46,14.79,12.7,14.79,12.74,14.79,12.74,14.79,12.73,14.79,13.03,14.79,12.73,14.79,12.46,14.79,12.7,14.79,12.7,14.79,12.74,14.79,12.68,14.79,12.74,14.79,12.7,14.79,12.7,14.79,12.73,14.79,13.03,14.79,12.35,14.79,12.82,14.79,13.03,14.79,12.46,14.79,12.35,14.79,12.82,14.79,13.03,14.79,12.73,14.79,12.74,14.79,12.7,14.79,12.74,14.79,12.35,14.79,12.68,14.79,12.74,14.79,12.73,14.79,12.82,14.79,12.46,14.79,12.74,14.79,12.68,14.79,14.79,0,14.79,0,14.79,0,14.79,0,Y,7/01/2021,9/30/2021
B4083, , ,PE,1.93,2.25,1.93,2.25,1.9,2.25,1.91,2.25,1.97,2.25,1.89,2.25,1.97,2.25,1.97,2.25,1.93,2.25,1.93,2.25,1.89,2.25,1.97,2.25,1.87,2.25,1.87,2.25,1.89,2.25,1.93,2.25,1.93,2.25,1.89,2.25,1.97,2.25,1.89,2.25,1.87,2.25,1.89,2.25,1.89,2.25,1.93,2.25,1.97,2.25,1.93,2.25,1.89,2.25,1.89,2.25,1.89,2.25,1.97,2.25,1.9,2.25,1.91,2.25,1.97,2.25,1.87,2.25,1.9,2.25,1.91,2.25,1.97,2.25,1.89,2.25,1.93,2.25,1.89,2.25,1.93,2.25,1.9,2.25,1.97,2.25,1.93,2.25,1.89,2.25,1.91,2.25,1.87,2.25,1.93,2.25,1.97,2.25,2.25,0,2.25,0,2.25,0,2.25,0,Y,7/01/2021,9/30/2021
B4087, , ,PE,29.53,34.2,29.53,34.2,29.88,34.2,32.12,34.2,31.2,34.2,31.61,34.2,28.93,34.2,28.93,34.2,29.53,34.2,29.53,34.2,28.91,34.2,31.2,34.2,29.72,34.2,29.72,34.2,28.91,34.2,29.53,34.2,29.53,34.2,31.61,34.2,28.93,34.2,31.61,34.2,29.72,34.2,28.91,34.2,28.91,34.2,29.53,34.2,31.2,34.2,29.53,34.2,28.91,34.2,28.91,34.2,31.61,34.2,28.93,34.2,29.88,34.2,32.12,34.2,28.93,34.2,29.72,34.2,29.88,34.2,32.12,34.2,28.93,34.2,31.61,34.2,29.53,34.2,28.91,34.2,29.53,34.2,29.88,34.2,31.2,34.2,29.53,34.2,31.61,34.2,32.12,34.2,29.72,34.2,29.53,34.2,31.2,34.2,34.2,0,34.2,0,34.2,0,34.2,0,Y,7/01/2021,9/30/2021
B4088, , ,PE,32.35,36.75,32.35,36.75,33.41,36.75,35.08,36.75,35.68,36.75,35.95,36.75,32.68,36.75,32.68,36.75,32.35,36.75,32.35,36.75,32.31,36.75,35.68,36.75,32.82,36.75,32.82,36.75,32.31,36.75,32.35,36.75,32.35,36.75,35.95,36.75,32.68,36.75,35.95,36.75,32.82,36.75,32.31,36.75,32.31,36.75,32.35,36.75,35.68,36.75,32.35,36.75,32.31,36.75,32.31,36.75,35.95,36.75,32.68,36.75,33.41,36.75,35.08,36.75,32.68,36.75,32.82,36.75,33.41,36.75,35.08,36.75,32.68,36.75,35.95,36.75,32.35,36.75,32.31,36.75,32.35,36.75,33.41,36.75,35.68,36.75,32.35,36.75,35.95,36.75,35.08,36.75,32.82,36.75,32.35,36.75,35.68,36.75,37.8,0,37.8,0,37.8,0,37.8,0,Y,7/01/2021,9/30/2021
B4149, , ,PE,1.2,1.41,1.2,1.41,1.19,1.41,1.22,1.41,1.2,1.41,1.19,1.41,1.18,1.41,1.18,1.41,1.2,1.41,1.2,1.41,1.19,1.41,1.2,1.41,1.18,1.41,1.18,1.41,1.19,1.41,1.2,1.41,1.2,1.41,1.19,1.41,1.18,1.41,1.19,1.41,1.18,1.41,1.19,1.41,1.19,1.41,1.2,1.41,1.2,1.41,1.2,1.41,1.19,1.41,1.19,1.41,1.19,1.41,1.18,1.41,1.19,1.41,1.22,1.41,1.18,1.41,1.18,1.41,1.19,1.41,1.22,1.41,1.18,1.41,1.19,1.41,1.2,1.41,1.19,1.41,1.2,1.41,1.19,1.41,1.2,1.41,1.2,1.41,1.19,1.41,1.22,1.41,1.18,1.41,1.2,1.41,1.2,1.41,1.41,0,1.41,0,1.41,0,1.41,0,Y,7/01/2021,9/30/2021
B4150, , ,PE,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.46,0.58,0.46,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.46,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.46,0.58,0.47,0.58,0.47,0.58,0.46,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.46,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.47,0.58,0.58,0,0.58,0,0.58,0,0.58,0,Y,7/01/2021,9/30/2021
