HCPCS,MOD,MOD2,CATG,ALNR,ALR,ARNR,ARR,AZNR,AZR,CANR,CAR,CONR,COR,CTNR,CTR,DCNR,DCR,DENR,DER,FLNR,FLR,GANR,GAR,IANR,IAR,IDNR,IDR,ILNR,ILR,INNR,INR,KSNR,KSR,KYNR,KYR,LANR,LAR,MANR,MAR,MDNR,MDR,MENR,MER,MINR,MIR,MNNR,MNR,MONR,MOR,MSNR,MSR,MTNR,MTR,NCNR,NCR,NDNR,NDR,NENR,NER,NHNR,NHR,NJNR,NJR,NMNR,NMR,NVNR,NVR,NYNR,NYR,OHNR,OHR,OKNR,OKR,ORNR,ORR,PANR,PAR,RINR,RIR,SCNR,SCR,SDNR,SDR,TNNR,TNR,TXNR,TXR,UTNR,UTR,VANR,VAR,VTNR,VTR,WANR,WAR,WINR,WIR,WVNR,WVR,WYNR,WYR,AKNR,AKR,HINR,HIR,PRNR,PRR,VINR,VIR,PEN,FROMDATE,TODATE 
V2214, , ,PO,91.36,0,83.73,0,92.16,0,92.16,0,97.62,0,83.73,0,111.65,0,111.65,0,91.36,0,91.36,0,86.21,0,87.32,0,84.95,0,84.95,0,86.21,0,91.36,0,83.73,0,83.73,0,111.65,0,83.73,0,84.95,0,84.95,0,86.21,0,91.36,0,97.62,0,91.36,0,97.62,0,86.21,0,83.73,0,107.34,0,83.73,0,92.16,0,107.34,0,84.95,0,83.73,0,87.32,0,111.65,0,83.73,0,91.36,0,97.62,0,91.36,0,83.73,0,97.62,0,111.65,0,83.73,0,87.32,0,84.95,0,111.65,0,97.62,0,99.54,0,106.44,0,74.74,0,107.32,0, ,7/01/2021,9/30/2021
V2215, , ,PO,98.87,0,95.47,0,113.34,0,113.34,0,86.96,0,85,0,95.03,0,95.03,0,98.87,0,98.87,0,85,0,104.89,0,106.06,0,106.06,0,85,0,98.87,0,95.47,0,85,0,95.03,0,85,0,106.06,0,106.06,0,85,0,98.87,0,86.96,0,98.87,0,86.96,0,85,0,85,0,99.79,0,95.47,0,113.34,0,99.79,0,106.06,0,95.47,0,104.89,0,95.03,0,85,0,98.87,0,86.96,0,98.87,0,95.47,0,86.96,0,95.03,0,85,0,104.89,0,106.06,0,95.03,0,86.96,0,150.59,0,161.02,0,74.74,0,99.79,0, ,7/01/2021,9/30/2021
V2218, , ,PO,101.15,0,101.15,0,108.79,0,108.79,0,101.15,0,134.86,0,134.86,0,134.86,0,101.15,0,101.15,0,102.26,0,109.8,0,108.09,0,108.09,0,102.26,0,101.15,0,101.15,0,134.86,0,134.86,0,134.86,0,108.09,0,108.09,0,102.26,0,101.15,0,101.15,0,101.15,0,101.15,0,102.26,0,134.86,0,129.8,0,101.15,0,108.79,0,129.8,0,108.09,0,101.15,0,109.8,0,134.86,0,134.86,0,101.15,0,101.15,0,101.15,0,101.15,0,101.15,0,134.86,0,134.86,0,109.8,0,108.09,0,134.86,0,101.15,0,119.94,0,128.24,0,105.1,0,129.8,0, ,7/01/2021,9/30/2021
V2219, , ,PO,44.52,0,51.41,0,44.52,0,44.52,0,59.36,0,44.52,0,59.36,0,59.36,0,44.52,0,44.52,0,51.71,0,44.52,0,49.86,0,49.86,0,51.71,0,44.52,0,51.41,0,44.52,0,59.36,0,44.52,0,49.86,0,49.86,0,51.71,0,44.52,0,59.36,0,44.52,0,59.36,0,51.71,0,44.52,0,55.87,0,51.41,0,44.52,0,55.87,0,49.86,0,51.41,0,44.52,0,59.36,0,44.52,0,44.52,0,59.36,0,44.52,0,51.41,0,59.36,0,59.36,0,44.52,0,44.52,0,49.86,0,59.36,0,59.36,0,20.74,0,22.16,0,8.8,0,55.87,0, ,7/01/2021,9/30/2021
V2220, , ,PO,36.11,0,47.07,0,42.07,0,42.07,0,37.35,0,36.11,0,48.14,0,48.14,0,36.11,0,36.11,0,48.14,0,36.11,0,44.28,0,44.28,0,48.14,0,36.11,0,47.07,0,36.11,0,48.14,0,36.11,0,44.28,0,44.28,0,48.14,0,36.11,0,37.35,0,36.11,0,37.35,0,48.14,0,36.11,0,48.14,0,47.07,0,42.07,0,48.14,0,44.28,0,47.07,0,36.11,0,48.14,0,36.11,0,36.11,0,37.35,0,36.11,0,47.07,0,37.35,0,48.14,0,36.11,0,36.11,0,44.28,0,48.14,0,37.35,0,41.92,0,44.85,0,79.08,0,48.14,0, ,7/01/2021,9/30/2021
V2221, , ,PO,96.47,0,100.57,0,117.77,0,117.77,0,91.1,0,106.29,0,94.76,0,94.76,0,96.47,0,96.47,0,88.33,0,96.86,0,88.33,0,88.33,0,88.33,0,96.47,0,100.57,0,106.29,0,94.76,0,106.29,0,88.33,0,88.33,0,88.33,0,96.47,0,91.1,0,96.47,0,91.1,0,88.33,0,106.29,0,96.69,0,100.57,0,117.77,0,96.69,0,88.33,0,100.57,0,96.86,0,94.76,0,106.29,0,96.47,0,91.1,0,96.47,0,100.57,0,91.1,0,94.76,0,106.29,0,96.86,0,88.33,0,94.76,0,91.1,0,172.27,0,184.21,0,100.64,0,96.72,0, ,7/01/2021,9/30/2021
V2300, , ,PO,66.57,0,77.32,0,72.42,0,72.42,0,72.27,0,72.3,0,79.22,0,79.22,0,66.57,0,66.57,0,65.25,0,75.49,0,71.57,0,71.57,0,65.25,0,66.57,0,77.32,0,72.3,0,79.22,0,72.3,0,71.57,0,71.57,0,65.25,0,66.57,0,72.27,0,66.57,0,72.27,0,65.25,0,72.3,0,84.31,0,77.32,0,72.42,0,84.31,0,71.57,0,77.32,0,75.49,0,79.22,0,72.3,0,66.57,0,72.27,0,66.57,0,77.32,0,72.27,0,79.22,0,72.3,0,75.49,0,71.57,0,79.22,0,72.27,0,73.99,0,79.12,0,80.63,0,84.31,0, ,7/01/2021,9/30/2021
V2301, , ,PO,77.21,0,101.26,0,89.16,0,89.16,0,76.93,0,98.33,0,92.86,0,92.86,0,77.21,0,77.21,0,76.93,0,79.32,0,87.77,0,87.77,0,76.93,0,77.21,0,101.26,0,98.33,0,92.86,0,98.33,0,87.77,0,87.77,0,76.93,0,77.21,0,76.93,0,77.21,0,76.93,0,76.93,0,98.33,0,81.43,0,101.26,0,89.16,0,81.43,0,87.77,0,101.26,0,79.32,0,92.86,0,98.33,0,77.21,0,76.93,0,77.21,0,101.26,0,76.93,0,92.86,0,98.33,0,79.32,0,87.77,0,92.86,0,76.93,0,94.23,0,100.72,0,80.63,0,81.43,0, ,7/01/2021,9/30/2021
V2302, , ,PO,84.58,0,101.75,0,82,0,82,0,82,0,109.34,0,109.34,0,109.34,0,84.58,0,84.58,0,82,0,82,0,82,0,82,0,82,0,84.58,0,101.75,0,109.34,0,109.34,0,109.34,0,82,0,82,0,82,0,84.58,0,82,0,84.58,0,82,0,82,0,109.34,0,82.6,0,101.75,0,82,0,82.6,0,82,0,101.75,0,82,0,109.34,0,109.34,0,84.58,0,82,0,84.58,0,101.75,0,82,0,109.34,0,109.34,0,82,0,82,0,109.34,0,82,0,66.58,0,71.21,0,80,0,82.6,0, ,7/01/2021,9/30/2021
V2303, , ,PO,70.08,0,73.48,0,78.13,0,78.13,0,68.81,0,72.92,0,72.56,0,72.56,0,70.08,0,70.08,0,64.22,0,75.01,0,68.89,0,68.89,0,64.22,0,70.08,0,73.48,0,72.92,0,72.56,0,72.92,0,68.89,0,68.89,0,64.22,0,70.08,0,68.81,0,70.08,0,68.81,0,64.22,0,72.92,0,80.5,0,73.48,0,78.13,0,80.5,0,68.89,0,73.48,0,75.01,0,72.56,0,72.92,0,70.08,0,68.81,0,70.08,0,73.48,0,68.81,0,72.56,0,72.92,0,75.01,0,68.89,0,72.56,0,68.81,0,80.83,0,86.41,0,80.63,0,80.5,0, ,7/01/2021,9/30/2021
V2304, , ,PO,73.33,0,71.75,0,81.05,0,81.05,0,73.78,0,74.82,0,84.84,0,84.84,0,73.33,0,73.33,0,67.31,0,69.32,0,69.7,0,69.7,0,67.31,0,73.33,0,71.75,0,74.82,0,84.84,0,74.82,0,69.7,0,69.7,0,67.31,0,73.33,0,73.78,0,73.33,0,73.78,0,67.31,0,74.82,0,86.79,0,71.75,0,81.05,0,86.79,0,69.7,0,71.75,0,69.32,0,84.84,0,74.82,0,73.33,0,73.78,0,73.33,0,71.75,0,73.78,0,84.84,0,74.82,0,69.32,0,69.7,0,84.84,0,73.78,0,84.3,0,90.15,0,80.63,0,86.78,0, ,7/01/2021,9/30/2021
V2305, , ,PO,89.93,0,89.1,0,81.3,0,81.3,0,82.44,0,93.22,0,98.24,0,98.24,0,89.93,0,89.93,0,77.86,0,78.13,0,77.86,0,77.86,0,77.86,0,89.93,0,89.1,0,93.22,0,98.24,0,93.22,0,77.86,0,77.86,0,77.86,0,89.93,0,82.44,0,89.93,0,82.44,0,77.86,0,93.22,0,89.55,0,89.1,0,81.3,0,89.55,0,77.86,0,89.1,0,78.13,0,98.24,0,93.22,0,89.93,0,82.44,0,89.93,0,89.1,0,82.44,0,98.24,0,93.22,0,78.13,0,77.86,0,98.24,0,82.44,0,84.6,0,90.5,0,80.63,0,89.55,0, ,7/01/2021,9/30/2021
V2306, , ,PO,83.85,0,106.89,0,81.96,0,81.96,0,92.75,0,90.25,0,104.31,0,104.31,0,83.85,0,83.85,0,80.17,0,80.17,0,80.17,0,80.17,0,80.17,0,83.85,0,106.89,0,90.25,0,104.31,0,90.25,0,80.17,0,80.17,0,80.17,0,83.85,0,92.75,0,83.85,0,92.75,0,80.17,0,90.25,0,91.91,0,106.89,0,81.96,0,91.91,0,80.17,0,106.89,0,80.17,0,104.31,0,90.25,0,83.85,0,92.75,0,83.85,0,106.89,0,92.75,0,104.31,0,90.25,0,80.17,0,80.17,0,104.31,0,92.75,0,84.07,0,89.91,0,80.63,0,91.91,0, ,7/01/2021,9/30/2021
V2307, , ,PO,83.14,0,80.34,0,87.79,0,87.79,0,78.57,0,98.24,0,96.25,0,96.25,0,83.14,0,83.14,0,75.9,0,81.52,0,76.33,0,76.33,0,75.9,0,83.14,0,80.34,0,98.24,0,96.25,0,98.24,0,76.33,0,76.33,0,75.9,0,83.14,0,78.57,0,83.14,0,78.57,0,75.9,0,98.24,0,88.57,0,80.34,0,87.79,0,88.57,0,76.33,0,80.34,0,81.52,0,96.25,0,98.24,0,83.14,0,78.57,0,83.14,0,80.34,0,78.57,0,96.25,0,98.24,0,81.52,0,76.33,0,96.25,0,78.57,0,91.58,0,97.91,0,80.63,0,88.57,0, ,7/01/2021,9/30/2021
V2308, , ,PO,88.72,0,83.59,0,85.62,0,85.62,0,81.81,0,101.2,0,100.04,0,100.04,0,88.72,0,88.72,0,79.54,0,90.4,0,83.26,0,83.26,0,79.54,0,88.72,0,83.59,0,101.2,0,100.04,0,101.2,0,83.26,0,83.26,0,79.54,0,88.72,0,81.81,0,88.72,0,81.81,0,79.54,0,101.2,0,88.7,0,83.59,0,85.62,0,88.7,0,83.26,0,83.59,0,90.4,0,100.04,0,101.2,0,88.72,0,81.81,0,88.72,0,83.59,0,81.81,0,100.04,0,101.2,0,90.4,0,83.26,0,100.04,0,81.81,0,90.37,0,96.61,0,80.63,0,88.68,0, ,7/01/2021,9/30/2021
V2309, , ,PO,103.79,0,93.48,0,103.67,0,103.67,0,86.66,0,115.54,0,104.58,0,104.58,0,103.79,0,103.79,0,86.66,0,93.46,0,87.13,0,87.13,0,86.66,0,103.79,0,93.48,0,115.54,0,104.58,0,115.54,0,87.13,0,87.13,0,86.66,0,103.79,0,86.66,0,103.79,0,86.66,0,86.66,0,115.54,0,91.25,0,93.48,0,103.67,0,91.25,0,87.13,0,93.48,0,93.46,0,104.58,0,115.54,0,103.79,0,86.66,0,103.79,0,93.48,0,86.66,0,104.58,0,115.54,0,93.46,0,87.13,0,104.58,0,86.66,0,110.75,0,118.4,0,80.63,0,91.25,0, ,7/01/2021,9/30/2021
V2310, , ,PO,114.17,0,85.63,0,87.56,0,87.56,0,85.63,0,97.84,0,110.96,0,110.96,0,114.17,0,114.17,0,85.63,0,89.25,0,91.01,0,91.01,0,85.63,0,114.17,0,85.63,0,97.84,0,110.96,0,97.84,0,91.01,0,91.01,0,85.63,0,114.17,0,85.63,0,114.17,0,85.63,0,85.63,0,97.84,0,92.8,0,85.63,0,87.56,0,92.8,0,91.01,0,85.63,0,89.25,0,110.96,0,97.84,0,114.17,0,85.63,0,114.17,0,85.63,0,85.63,0,110.96,0,97.84,0,89.25,0,91.01,0,110.96,0,85.63,0,90.15,0,96.37,0,80.63,0,92.77,0, ,7/01/2021,9/30/2021
V2311, , ,PO,108.73,0,107.07,0,107.2,0,107.2,0,89.09,0,112.36,0,100.2,0,100.2,0,108.73,0,108.73,0,89.09,0,89.09,0,105.08,0,105.08,0,89.09,0,108.73,0,107.07,0,112.36,0,100.2,0,112.36,0,105.08,0,105.08,0,89.09,0,108.73,0,89.09,0,108.73,0,89.09,0,89.09,0,112.36,0,89.42,0,107.07,0,107.2,0,89.42,0,105.08,0,107.07,0,89.09,0,100.2,0,112.36,0,108.73,0,89.09,0,108.73,0,107.07,0,89.09,0,100.2,0,112.36,0,89.09,0,105.08,0,100.2,0,89.09,0,116.66,0,124.75,0,96.45,0,89.42,0, ,7/01/2021,9/30/2021
V2312, , ,PO,95.84,0,101.22,0,119.47,0,119.47,0,89.61,0,119.47,0,100.8,0,100.8,0,95.84,0,95.84,0,89.61,0,91.75,0,96.32,0,96.32,0,89.61,0,95.84,0,101.22,0,119.47,0,100.8,0,119.47,0,96.32,0,96.32,0,89.61,0,95.84,0,89.61,0,95.84,0,89.61,0,89.61,0,119.47,0,90,0,101.22,0,119.47,0,90,0,96.32,0,101.22,0,91.75,0,100.8,0,119.47,0,95.84,0,89.61,0,95.84,0,101.22,0,89.61,0,100.8,0,119.47,0,91.75,0,96.32,0,100.8,0,89.61,0,148.68,0,158.94,0,96.45,0,90,0, ,7/01/2021,9/30/2021
V2313, , ,PO,130.82,0,105.72,0,133.43,0,133.43,0,100.07,0,129.21,0,104.56,0,104.56,0,130.82,0,130.82,0,100.07,0,102.91,0,105.15,0,105.15,0,100.07,0,130.82,0,105.72,0,129.21,0,104.56,0,129.21,0,105.15,0,105.15,0,100.07,0,130.82,0,100.07,0,130.82,0,100.07,0,100.07,0,129.21,0,101.35,0,105.72,0,133.43,0,101.35,0,105.15,0,105.72,0,102.91,0,104.56,0,129.21,0,130.82,0,100.07,0,130.82,0,105.72,0,100.07,0,104.56,0,129.21,0,102.91,0,105.15,0,104.56,0,100.07,0,163.02,0,174.32,0,96.45,0,101.35,0, ,7/01/2021,9/30/2021
V2314, , ,PO,143.3,0,107.48,0,123.85,0,123.85,0,107.48,0,107.48,0,134.32,0,134.32,0,143.3,0,143.3,0,107.48,0,107.48,0,107.48,0,107.48,0,107.48,0,143.3,0,107.48,0,107.48,0,134.32,0,107.48,0,107.48,0,107.48,0,107.48,0,143.3,0,107.48,0,143.3,0,107.48,0,107.48,0,107.48,0,115.57,0,107.48,0,123.85,0,115.57,0,107.48,0,107.48,0,107.48,0,134.32,0,107.48,0,143.3,0,107.48,0,143.3,0,107.48,0,107.48,0,134.32,0,107.48,0,107.48,0,107.48,0,134.32,0,107.48,0,134.43,0,143.75,0,96.45,0,115.57,0, ,7/01/2021,9/30/2021
V2315, , ,PO,159.09,0,119.32,0,153.66,0,153.66,0,119.32,0,159.09,0,119.32,0,119.32,0,159.09,0,159.09,0,119.32,0,121.66,0,119.32,0,119.32,0,119.32,0,159.09,0,119.32,0,159.09,0,119.32,0,159.09,0,119.32,0,119.32,0,119.32,0,159.09,0,119.32,0,159.09,0,119.32,0,119.32,0,159.09,0,143.97,0,119.32,0,153.66,0,143.97,0,119.32,0,119.32,0,121.66,0,119.32,0,159.09,0,159.09,0,119.32,0,159.09,0,119.32,0,119.32,0,119.32,0,159.09,0,121.66,0,119.32,0,119.32,0,119.32,0,170.15,0,181.96,0,161.75,0,143.97,0, ,7/01/2021,9/30/2021
V2318, , ,PO,146.68,0,146.68,0,195.58,0,195.58,0,146.68,0,195.58,0,186.67,0,186.67,0,146.68,0,146.68,0,158.13,0,146.68,0,146.68,0,146.68,0,158.13,0,146.68,0,146.68,0,195.58,0,186.67,0,195.58,0,146.68,0,146.68,0,158.13,0,146.68,0,146.68,0,146.68,0,146.68,0,158.13,0,195.58,0,195.58,0,146.68,0,195.58,0,195.58,0,146.68,0,146.68,0,146.68,0,186.67,0,195.58,0,146.68,0,146.68,0,146.68,0,146.68,0,146.68,0,186.67,0,195.58,0,146.68,0,146.68,0,186.67,0,146.68,0,339.76,0,363.32,0,213.05,0,195.58,0, ,7/01/2021,9/30/2021
V2319, , ,PO,49.66,0,56.05,0,49.66,0,49.66,0,49.66,0,53.19,0,66.22,0,66.22,0,49.66,0,49.66,0,49.66,0,49.66,0,66.22,0,66.22,0,49.66,0,49.66,0,56.05,0,53.19,0,66.22,0,53.19,0,66.22,0,66.22,0,49.66,0,49.66,0,49.66,0,49.66,0,49.66,0,49.66,0,53.19,0,56.91,0,56.05,0,49.66,0,56.91,0,66.22,0,56.05,0,49.66,0,66.22,0,53.19,0,49.66,0,49.66,0,49.66,0,56.05,0,49.66,0,66.22,0,53.19,0,49.66,0,66.22,0,66.22,0,49.66,0,23.46,0,25.06,0,42.76,0,56.91,0, ,7/01/2021,9/30/2021
V2320, , ,PO,52.39,0,69.85,0,52.39,0,52.39,0,52.39,0,52.39,0,69.85,0,69.85,0,52.39,0,52.39,0,69.85,0,59.29,0,69.85,0,69.85,0,69.85,0,52.39,0,69.85,0,52.39,0,69.85,0,52.39,0,69.85,0,69.85,0,69.85,0,52.39,0,52.39,0,52.39,0,52.39,0,69.85,0,52.39,0,69.85,0,69.85,0,52.39,0,69.85,0,69.85,0,69.85,0,59.29,0,69.85,0,52.39,0,52.39,0,52.39,0,52.39,0,69.85,0,52.39,0,69.85,0,52.39,0,59.29,0,69.85,0,69.85,0,52.39,0,17.7,0,18.95,0,94.88,0,69.85,0, ,7/01/2021,9/30/2021
V2321, , ,PO,156.81,0,118.97,0,145.78,0,145.78,0,117.61,0,156.81,0,117.61,0,117.61,0,156.81,0,156.81,0,117.61,0,117.61,0,117.61,0,117.61,0,117.61,0,156.81,0,118.97,0,156.81,0,117.61,0,156.81,0,117.61,0,117.61,0,117.61,0,156.81,0,117.61,0,156.81,0,117.61,0,117.61,0,156.81,0,142.24,0,118.97,0,145.78,0,142.24,0,117.61,0,118.97,0,117.61,0,117.61,0,156.81,0,156.81,0,117.61,0,156.81,0,118.97,0,117.61,0,117.61,0,156.81,0,117.61,0,117.61,0,117.61,0,117.61,0,161.45,0,172.65,0,151.45,0,142.27,0, ,7/01/2021,9/30/2021
V2410, , ,PO,89.67,0,105.77,0,119.55,0,119.55,0,119.55,0,89.67,0,104.12,0,104.12,0,89.67,0,89.67,0,89.67,0,106.09,0,102.83,0,102.83,0,89.67,0,89.67,0,105.77,0,89.67,0,104.12,0,89.67,0,102.83,0,102.83,0,89.67,0,89.67,0,119.55,0,89.67,0,119.55,0,89.67,0,89.67,0,110.57,0,105.77,0,119.55,0,110.57,0,102.83,0,105.77,0,106.09,0,104.12,0,89.67,0,89.67,0,119.55,0,89.67,0,105.77,0,119.55,0,104.12,0,89.67,0,106.09,0,102.83,0,104.12,0,119.55,0,131.76,0,140.89,0,138.76,0,110.57,0, ,7/01/2021,9/30/2021
V2430, , ,PO,116.73,0,122.51,0,144.08,0,144.08,0,122.95,0,110.2,0,116.32,0,116.32,0,116.73,0,116.73,0,108.06,0,110.78,0,108.84,0,108.84,0,108.06,0,116.73,0,122.51,0,110.2,0,116.32,0,110.2,0,108.84,0,108.84,0,108.06,0,116.73,0,122.95,0,116.73,0,122.95,0,108.06,0,110.2,0,144.08,0,122.51,0,144.08,0,144.08,0,108.84,0,122.51,0,110.78,0,116.32,0,110.2,0,116.73,0,122.95,0,116.73,0,122.51,0,122.95,0,116.32,0,110.2,0,110.78,0,108.84,0,116.32,0,122.95,0,192.44,0,205.79,0,199.85,0,144.08,0, ,7/01/2021,9/30/2021
V2500, , ,PO,81.28,0,101.6,0,87.93,0,87.93,0,85.98,0,85.24,0,108.37,0,108.37,0,81.28,0,81.28,0,84.2,0,108.37,0,92.01,0,92.01,0,84.2,0,81.28,0,101.6,0,85.24,0,108.37,0,85.24,0,92.01,0,92.01,0,84.2,0,81.28,0,85.98,0,81.28,0,85.98,0,84.2,0,85.24,0,108.37,0,101.6,0,87.93,0,108.37,0,92.01,0,101.6,0,108.37,0,108.37,0,85.24,0,81.28,0,85.98,0,81.28,0,101.6,0,85.98,0,108.37,0,85.24,0,108.37,0,92.01,0,108.37,0,85.98,0,88.92,0,95.04,0,316.23,0,108.37,0, ,7/01/2021,9/30/2021
V2501, , ,PO,123.8,0,123.8,0,138.3,0,138.3,0,151.29,0,165.07,0,147.32,0,147.32,0,123.8,0,123.8,0,165.07,0,123.8,0,130.56,0,130.56,0,165.07,0,123.8,0,123.8,0,165.07,0,147.32,0,165.07,0,130.56,0,130.56,0,165.07,0,123.8,0,151.29,0,123.8,0,151.29,0,165.07,0,165.07,0,165.07,0,123.8,0,138.3,0,165.07,0,130.56,0,123.8,0,123.8,0,147.32,0,165.07,0,123.8,0,151.29,0,123.8,0,123.8,0,151.29,0,147.32,0,165.07,0,123.8,0,130.56,0,147.32,0,151.29,0,160.9,0,172.06,0,355.79,0,165.07,0, ,7/01/2021,9/30/2021
V2502, , ,PO,152.52,0,152.52,0,202.35,0,202.35,0,170.82,0,200.21,0,193.87,0,193.87,0,152.52,0,152.52,0,179.62,0,152.52,0,176.91,0,176.91,0,179.62,0,152.52,0,152.52,0,200.21,0,193.87,0,200.21,0,176.91,0,176.91,0,179.62,0,152.52,0,170.82,0,152.52,0,170.82,0,179.62,0,200.21,0,203.36,0,152.52,0,202.35,0,203.36,0,176.91,0,152.52,0,152.52,0,193.87,0,200.21,0,152.52,0,170.82,0,152.52,0,152.52,0,170.82,0,193.87,0,200.21,0,152.52,0,176.91,0,193.87,0,170.82,0,224.2,0,239.71,0,354.57,0,203.36,0, ,7/01/2021,9/30/2021
V2503, , ,PO,145.94,0,140.47,0,140.47,0,140.47,0,140.47,0,187.29,0,186.91,0,186.91,0,145.94,0,145.94,0,140.47,0,149.84,0,170.87,0,170.87,0,140.47,0,145.94,0,140.47,0,187.29,0,186.91,0,187.29,0,170.87,0,170.87,0,140.47,0,145.94,0,140.47,0,145.94,0,140.47,0,140.47,0,187.29,0,187.29,0,140.47,0,140.47,0,187.29,0,170.87,0,140.47,0,149.84,0,186.91,0,187.29,0,145.94,0,140.47,0,145.94,0,140.47,0,140.47,0,186.91,0,187.29,0,149.84,0,170.87,0,186.91,0,140.47,0,141.61,0,151.39,0,197.43,0,187.29,0, ,7/01/2021,9/30/2021
V2510, , ,PO,110.95,0,146.71,0,118.22,0,118.22,0,123.86,0,126.68,0,146.5,0,146.5,0,110.95,0,110.95,0,122.61,0,138.91,0,122.68,0,122.68,0,122.61,0,110.95,0,146.71,0,126.68,0,146.5,0,126.68,0,122.68,0,122.68,0,122.61,0,110.95,0,123.86,0,110.95,0,123.86,0,122.61,0,126.68,0,126.33,0,146.71,0,118.22,0,126.33,0,122.68,0,146.71,0,138.91,0,146.5,0,126.68,0,110.95,0,123.86,0,110.95,0,146.71,0,123.86,0,146.5,0,126.68,0,138.91,0,122.68,0,146.5,0,123.86,0,114.18,0,122.07,0,316.23,0,126.33,0, ,7/01/2021,9/30/2021
V2511, , ,PO,159.42,0,190.26,0,191.05,0,191.05,0,159.42,0,212.56,0,189.97,0,189.97,0,159.42,0,159.42,0,195.68,0,159.42,0,181.84,0,181.84,0,195.68,0,159.42,0,190.26,0,212.56,0,189.97,0,212.56,0,181.84,0,181.84,0,195.68,0,159.42,0,159.42,0,159.42,0,159.42,0,195.68,0,212.56,0,212.56,0,190.26,0,191.05,0,212.56,0,181.84,0,190.26,0,159.42,0,189.97,0,212.56,0,159.42,0,159.42,0,159.42,0,190.26,0,159.42,0,189.97,0,212.56,0,159.42,0,181.84,0,189.97,0,159.42,0,197.72,0,211.37,0,354.57,0,212.56,0, ,7/01/2021,9/30/2021
V2512, , ,PO,188.37,0,251.16,0,221.79,0,221.79,0,188.37,0,222.72,0,233.75,0,233.75,0,188.37,0,188.37,0,230.43,0,188.37,0,209.31,0,209.31,0,230.43,0,188.37,0,251.16,0,222.72,0,233.75,0,222.72,0,209.31,0,209.31,0,230.43,0,188.37,0,188.37,0,188.37,0,188.37,0,230.43,0,222.72,0,251.16,0,251.16,0,221.79,0,251.16,0,209.31,0,251.16,0,188.37,0,233.75,0,222.72,0,188.37,0,188.37,0,188.37,0,251.16,0,188.37,0,233.75,0,222.72,0,188.37,0,209.31,0,233.75,0,188.37,0,236.8,0,253.14,0,354.57,0,251.16,0, ,7/01/2021,9/30/2021
V2513, , ,PO,158.15,0,210.87,0,203.5,0,203.5,0,158.15,0,180.47,0,190.49,0,190.49,0,158.15,0,158.15,0,158.15,0,172.68,0,210.87,0,210.87,0,158.15,0,158.15,0,210.87,0,180.47,0,190.49,0,180.47,0,210.87,0,210.87,0,158.15,0,158.15,0,158.15,0,158.15,0,158.15,0,158.15,0,180.47,0,210.87,0,210.87,0,203.5,0,210.87,0,210.87,0,210.87,0,172.68,0,190.49,0,180.47,0,158.15,0,158.15,0,158.15,0,210.87,0,158.15,0,190.49,0,180.47,0,172.68,0,210.87,0,190.49,0,158.15,0,213.8,0,228.66,0,316.23,0,210.87,0, ,7/01/2021,9/30/2021
V2520, , ,PO,104.28,0,126.25,0,104.28,0,104.28,0,104.28,0,122.75,0,135.74,0,135.74,0,104.28,0,104.28,0,122.49,0,116.96,0,122.25,0,122.25,0,122.49,0,104.28,0,126.25,0,122.75,0,135.74,0,122.75,0,122.25,0,122.25,0,122.49,0,104.28,0,104.28,0,104.28,0,104.28,0,122.49,0,122.75,0,139.04,0,126.25,0,104.28,0,139.04,0,122.25,0,126.25,0,116.96,0,135.74,0,122.75,0,104.28,0,104.28,0,104.28,0,126.25,0,104.28,0,135.74,0,122.75,0,116.96,0,122.25,0,135.74,0,104.28,0,97.84,0,104.59,0,316.23,0,139.04,0, ,7/01/2021,9/30/2021
V2521, , ,PO,181.57,0,193.07,0,181.57,0,181.57,0,201.94,0,188.57,0,214.18,0,214.18,0,181.57,0,181.57,0,215.34,0,181.57,0,242.09,0,242.09,0,215.34,0,181.57,0,193.07,0,188.57,0,214.18,0,188.57,0,242.09,0,242.09,0,215.34,0,181.57,0,201.94,0,181.57,0,201.94,0,215.34,0,188.57,0,242.09,0,193.07,0,181.57,0,242.09,0,242.09,0,193.07,0,181.57,0,214.18,0,188.57,0,181.57,0,201.94,0,181.57,0,193.07,0,201.94,0,214.18,0,188.57,0,181.57,0,242.09,0,214.18,0,201.94,0,175.47,0,187.65,0,355.79,0,242.09,0, ,7/01/2021,9/30/2021
V2522, , ,PO,176.7,0,235.6,0,235.6,0,235.6,0,176.7,0,231.52,0,191.11,0,191.11,0,176.7,0,176.7,0,235.6,0,176.7,0,177.16,0,177.16,0,235.6,0,176.7,0,235.6,0,231.52,0,191.11,0,231.52,0,177.16,0,177.16,0,235.6,0,176.7,0,176.7,0,176.7,0,176.7,0,235.6,0,231.52,0,235.6,0,235.6,0,235.6,0,235.6,0,177.16,0,235.6,0,176.7,0,191.11,0,231.52,0,176.7,0,176.7,0,176.7,0,235.6,0,176.7,0,191.11,0,231.52,0,176.7,0,177.16,0,191.11,0,176.7,0,306.05,0,327.27,0,355.79,0,235.6,0, ,7/01/2021,9/30/2021
